name,link,img,shortDescription,version,last_update,count_download,rate,count_viewer,volume,type,category,app_constuctor,price,priceString,homepageUrl,phoneNumber,email,size,pagckage_name
بازی آفرود کامیون | جدید,https://cafebazaar.ir/app/com.ra.shd.truck.offroad.driving.simulator.game,https://s.cafebazaar.ir/images/icons/com.ra.shd.truck.offroad.driving.simulator.game-35a1acc5-316c-479a-9f6c-ca8f2cbd2182_128x128.png,توی این بازی جذاب شما به عنوان راننده کامیون باید به سمت محل حمل بار طبق نقشه راهی که به شما نمایش داده میشود حرکت کنید,۲.۰۰,۲۹ آبان ۱۴۰۳,۲۰۰+,0,۰,۷۳ مگابایت,بازی‌های انتخاب بازار,رانندگی,تیم برنامه نویسی هوش سفید,0,۰ تومان,,,r.rashidabadi@yahoo.com,76621353,com.ra.shd.truck.offroad.driving.simulator.game
بازی رانندگی جدید | افرود در کوهستان,https://cafebazaar.ir/app/karen.koohestan.theaaaofrod31,https://s.cafebazaar.ir/images/icons/karen.koohestan.theaaaofrod31-a1b7b1dd-b8ad-4121-999f-dedc32c1b07e_128x128.png,بازی افرود ، بازی افرود جدید ، بازی افرود سواری ، بازی افرود سواری جدید ، بازی ماشین افرود,game,۲۹ آبان ۱۴۰۳,۲۰۰+,0,۰,۵۶ مگابایت,بازی‌های انتخاب بازار,رانندگی,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,58361480,karen.koohestan.theaaaofrod31
بازی جدید | ماشین سرعتی,https://cafebazaar.ir/app/karen.sorraaat.carmove31,https://s.cafebazaar.ir/images/icons/karen.sorraaat.carmove31-017d11cc-d864-42d8-b4b7-5b4414b95c2d_128x128.png,بازی رانندگی جدید ، بازی پسرانه ، بازی پسرانه جدید ، بازی ماشین سواری ، بازی ماشین سواری جدید,game,۲۹ آبان ۱۴۰۳,کمتر از ۱۰۰,5,۱,۵۵ مگابایت,بازی‌های انتخاب بازار,رانندگی,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,57179057,karen.sorraaat.carmove31
بازی افرود | ماشین سواری با ائودی,https://cafebazaar.ir/app/karen.offroad.audi93,https://s.cafebazaar.ir/images/icons/karen.offroad.audi93-e65021c0-02c1-407a-884b-132a6f7ad6b3_128x128.png,بازی، بازی جدید، بازی افرود ، بازی افرود جدید، افرود بازی، افرود بازی جدید، بازی رانندگی، بازی رانندگی جدید,game,۲۹ آبان ۱۴۰۳,۱۰۰+,0,۰,۷۸ مگابایت,بازی‌های انتخاب بازار,رانندگی,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,82103066,karen.offroad.audi93
Crazy Moto Racer - 2D Racer,https://cafebazaar.ir/app/app.retro.crazyracer,https://s.cafebazaar.ir/images/icons/app.retro.crazyracer-49f556d4-68b9-4d10-82ae-1fbe27a63519_128x128.png,Drive with your dirt bike through endless roads - make sure not to crash!,۱۰.۲.۴۴۲.cr.m,۹ آذر ۱۴۰۳,کمتر از ۱۰۰,0,۰,۶ مگابایت,بازی‌های انتخاب بازار,رانندگی,DegerGames,0,۰ تومان,,,,6482574,app.retro.crazyracer
بازی  جنگ کامیون ها | تخریب کامیون,https://cafebazaar.ir/app/rainbow.game.warcaar,https://s.cafebazaar.ir/images/icons/rainbow.game.warcaar-757499bf-fe86-4708-a1a8-88af4cb1109a_128x128.png,ماشین تفنگی ، ماشین بازی ، بازی ماشین ،جنگ ماشین ها ، ماشین جنگی و تفنگی ، بازی جدید,game,۲۸ آبان ۱۴۰۳,۱۰۰+,5,۲,۸۴ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,87992366,rainbow.game.warcaar
بازی ماشین سرعتی در سطح شیب دار,https://cafebazaar.ir/app/rainboe.game.carshibdar,https://s.cafebazaar.ir/images/icons/rainboe.game.carshibdar-33c4fe94-9ec8-41d3-82e2-d2d9156cb851_128x128.png,ماشین مسابقه ، ماشین مسابقه ای ، ماشین بازی جدید ، بازی جدید ، ماشین سواری، بدلکاری ماشین,game,۲۸ آبان ۱۴۰۳,۲۰۰+,5,۴,۱۰۰ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,104882892,rainboe.game.carshibdar
بازی جیپ آفرودی | عبور از کوهستان,https://cafebazaar.ir/app/rainbow.game.afrodjeep,https://s.cafebazaar.ir/images/icons/rainbow.game.afrodjeep-3d4d82ae-f088-41b7-8fdc-3d04c2089302_128x128.png,بازی جدید آفرود سواری ، بازی آفرود سواری ، بازی افرودسواری ، جیپ سواری ، ماشین سواری,game,۲۸ آبان ۱۴۰۳,۲۰۰+,5,۱,۴۷ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,48936708,rainbow.game.afrodjeep
بازی کامیون باربری | مرحله ای,https://cafebazaar.ir/app/rainbow.game.henditruck,https://s.cafebazaar.ir/images/icons/rainbow.game.henditruck-a6fe6552-4276-44b0-922d-9dd6368f80e2_128x128.png,بازی جدید ماشین ، ماشین سنگین جدید ، بازی جدید رانندگی ، بازی  اتوبوس ،بازی  جرقیل,game,۲۸ آبان ۱۴۰۳,۱۰۰+,0,۰,۶۳ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,66373478,rainbow.game.henditruck
بازی آفرودسواری | مرحله ای | بدلکاری,https://cafebazaar.ir/app/rainbow.game.afroodcaar,https://s.cafebazaar.ir/images/icons/rainbow.game.afroodcaar-7c8d9161-f165-45f5-b5cb-77fc075e4c57_128x128.png,بازی جدید آفرود سواری ، بازی آفرود سواری ، بازی افرودسواری ، جیپ سواری ، ماشین سواری,game,۲۸ آبان ۱۴۰۳,کمتر از ۱۰۰,0,۰,۷۸ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,82025242,rainbow.game.afroodcaar
بازی مسافرکشی با اتوبوس | ترمینال,https://cafebazaar.ir/app/rainbow.game.busmosafeer,https://s.cafebazaar.ir/images/icons/rainbow.game.busmosafeer-31e63cfb-0782-4b7a-9244-901f67de5faa_128x128.png,رانندگی با اتوبوس ، اتوبوس سواری ،اتوبوس بازی ، راننده اتوبوس ، اتوبوس در جاده ،ماشین  سنگین,game,۲۸ آبان ۱۴۰۳,۱۰۰+,5,۱,۵۸ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,60596770,rainbow.game.busmosafeer
بازی  رانندگی  ماشین پلیس | سرقت,https://cafebazaar.ir/app/rainbow.game.polisecarr,https://s.cafebazaar.ir/images/icons/rainbow.game.polisecarr-5c4510fe-68ce-4866-9c24-b0b1d5d98378_128x128.png,بازی ماشین ارتشی ، بازی ماشین نظامی ، بازی ماشین سنگین ، بازی جدید رانندگی  ، بازی پسرانه,game,۲۸ آبان ۱۴۰۳,کمتر از ۱۰۰,0,۰,۷۳ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,76048712,rainbow.game.polisecarr
بازی  رانندگی با جیپ | پارکینگ,https://cafebazaar.ir/app/rainbow.game.jeepbdalkari,https://s.cafebazaar.ir/images/icons/rainbow.game.jeepbdalkari-65f4ab08-389d-4fc1-aa62-759ab2f291f9_128x128.png,بازی جدید آفرود سواری ، بازی آفرود سواری ، بازی افرودسواری ، جیپ سواری ، ماشین سواری,game,۲۸ آبان ۱۴۰۳,کمتر از ۱۰۰,0,۰,۵۲ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,54167447,rainbow.game.jeepbdalkari
بازی جدید | افرود سواری,https://cafebazaar.ir/app/karen.theeaff.roaddes61,https://s.cafebazaar.ir/images/icons/karen.theeaff.roaddes61-23547e2e-b141-4d43-b983-f657e63f889f_128x128.png,ماشین بازی ، ماشین بازی جدید ، بازی افرود ، بازی افرود جدید ، افرود بازی ، افرود بازی جدید,game,۲۸ آبان ۱۴۰۳,کمتر از ۱۰۰,0,۰,۷۸ مگابایت,بازی‌های انتخاب بازار,رانندگی,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,81316131,karen.theeaff.roaddes61
بازی رانندگی  | ماشین سواری در رمپ,https://cafebazaar.ir/app/karen.stttunt.carowner51,https://s.cafebazaar.ir/images/icons/karen.stttunt.carowner51-5c79864d-d6c2-4d16-a9fd-804fa324edf8_128x128.png,بازی ماشین ، بازی ماشین جدید ، ماشین بازی ، ماشین بازی ، ماشین بازی جدید ، بازی ماشین سواری,game,۲۸ آبان ۱۴۰۳,کمتر از ۱۰۰,0,۰,۸۸ مگابایت,بازی‌های انتخاب بازار,رانندگی,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,92237445,karen.stttunt.carowner51
بازی افرود سواری,https://cafebazaar.ir/app/asrejadid.game.afrod,https://s.cafebazaar.ir/images/icons/asrejadid.game.afrod-a1a57aaf-2260-4caf-ae80-b7f98c8670ce_128x128.png,بازی جدید آفرود سواری ، بازی آفرود سواری ، بازی افرودسواری ، جیپ سواری ، ماشین سواری,game,۲۸ آبان ۱۴۰۳,کمتر از ۱۰۰,0,۰,۹۵ مگابایت,بازی‌های انتخاب بازار,رانندگی,عصر جدید نوین,0,۰ تومان,,,karimianj1@gmail.com,99214470,asrejadid.game.afrod
بازی جدید رانندگی با اتوبوس مدرسه,https://cafebazaar.ir/app/asrejadid.game.bus,https://s.cafebazaar.ir/images/icons/asrejadid.game.bus-a20b3097-b02e-4c4e-8c9d-1c7545f82a9c_128x128.png,رانندگی با اتوبوس ، اتوبوس سواری ،اتوبوس بازی ، راننده اتوبوس ، اتوبوس در جاده,game,۲۸ آبان ۱۴۰۳,۱۰۰+,0,۰,۷۹ مگابایت,بازی‌های انتخاب بازار,رانندگی,عصر جدید نوین,0,۰ تومان,,,karimianj1@gmail.com,82685713,asrejadid.game.bus
Driving Real Race Open City 3D,https://cafebazaar.ir/app/com.driving.real.race.city.racing.simulation.traffic.car,https://s.cafebazaar.ir/images/icons/com.driving.real.race.city.racing.simulation.traffic.car-7c4ccea3-fc27-44f8-a5d2-7c55d701777b_128x128.png,Drifting fast and doing burnouts the asphalt of this open world city!,۱.۰.۴,۲۴ آذر ۱۴۰۳,۱۰،۰۰۰+,4.1,۲۱,۱۲۱ مگابایت,بازی‌های انتخاب بازار,رانندگی,KRTLAPPS,0,۰ تومان,,,,127299517,com.driving.real.race.city.racing.simulation.traffic.car
Mega Construction Simulator 25,https://cafebazaar.ir/app/com.alicegames.megaconstructionsimulator25,https://s.cafebazaar.ir/images/icons/com.alicegames.megaconstructionsimulator25-a8acf824-d5cd-468a-ad08-75174d1b3c56_128x128.png,The world heavy construction? ultimate City construction game build your city!,۱.۰.۱۳,۱۶ آذر ۱۴۰۳,۱۰۰+,0,۰,۲۵۵ مگابایت,بازی‌های انتخاب بازار,رانندگی,ALICE GAMES,0,۰ تومان,,,,267457747,com.alicegames.megaconstructionsimulator25
Skate Master Challenge,https://cafebazaar.ir/app/com.mirai.skater.simulator.skateboard,https://s.cafebazaar.ir/images/icons/com.mirai.skater.simulator.skateboard-a421f069-a492-4835-a8ca-422733dc4df5_128x128.png,Skate Master a day keeps the doctor away~!,۱.۱.۴,۱۰ آذر ۱۴۰۳,۲،۰۰۰+,2.3,۶,۱۳۶ مگابایت,بازی‌های انتخاب بازار,رانندگی,Mirai Games,0,۰ تومان,,,,142665724,com.mirai.skater.simulator.skateboard
Traffic Drifter 2,https://cafebazaar.ir/app/com.husk.TrafficDrifter,https://s.cafebazaar.ir/images/icons/com.husk.TrafficDrifter-35fb0054-42b7-452b-ba8b-f0e513a6a375_128x128.png,Endless drift in traffic!!,۲.۲۶,۲۴ دی ۱۴۰۳,۲۰۰+,5,۱,۱۳۵ مگابایت,بازی‌های انتخاب بازار,رانندگی,1husk,0,۰ تومان,,,,141677071,com.husk.TrafficDrifter
شبیه‌ساز سبک آزاد,https://cafebazaar.ir/app/com.dokhan.sbkazad,https://s.cafebazaar.ir/images/icons/com.dokhan.sbkazad-ed9793f5-6873-4b9b-97d5-e66e903295f6_128x128.png,بازی فوق‌العاده سبک آزاد اصلی با گرافیک بالا و گیم پلی عالی,۲.۰,۲۷ آبان ۱۴۰۳,کمتر از ۱۰۰,0,۰,۴ مگابایت,بازی‌های انتخاب بازار,رانندگی,علی دهنوی,50000,۵۰۰۰ تومان,,,AliDahnvi1384@gmail.com,3758120,com.dokhan.sbkazad
بازی ساخت و ساز جاده ای |راه و جاده,https://cafebazaar.ir/app/rainbow.game.sakhtjadeh,https://s.cafebazaar.ir/images/icons/rainbow.game.sakhtjadeh-099cd9a5-cd13-4679-b231-85887e7df3bf_128x128.png,رانندگی با تریلی ، رانندگی با بیل مکانیکی ، بازی حفاری ، رانندگی با جرثقیل ،بازی جدید,game,۲۷ آبان ۱۴۰۳,۲۰۰+,5,۱,۵۹ مگابایت,بازی‌های انتخاب بازار,رانندگی,گروه برنامه نویسی رنگین کمان,0,۰ تومان,,,ranginkamanapp2020@gmail.com,61682456,rainbow.game.sakhtjadeh
کلاچ,https://cafebazaar.ir/app/ir.nomogame.ClutchGame,https://s.cafebazaar.ir/images/icons/ir.nomogame.ClutchGame_128x128.png,بازی ماشین سواری چند نفره اندرویدی که می توانید در دورهمی ها با دوستان خود لذت ببرید.,۳.۲,۱۶ آذر ۱۴۰۱,۱۴،۰۰۰،۰۰۰+,4.6,۲۱۳،۶۵۱,۲۸۰ مگابایت,بازی‌های انتخاب بازار,رانندگی,نوموگیم,0,۰ تومان,,,nomogamecontact@gmail.com,293952441,ir.nomogame.ClutchGame
Traffic Rider,https://cafebazaar.ir/app/com.skgames.trafficrider,https://s.cafebazaar.ir/images/icons/com.skgames.trafficrider-40e51973-c294-49ca-9c06-41157a29270d_128x128.png,The Next-Gen of Endless Motorbike Racing,۲.۰,۱۳ دی ۱۴۰۳,۷،۰۰۰،۰۰۰+,4.7,۳۴،۹۶۴,۱۵۴ مگابایت,بازی‌های انتخاب بازار,رانندگی,skgames,0,۰ تومان,,,,161333379,com.skgames.trafficrider
Extreme Car Driving Simulator – شبیه ساز رانندگی,https://cafebazaar.ir/app/com.aim.racing,https://s.cafebazaar.ir/images/icons/com.aim.racing-155f9e88-3d1b-4ce7-b6ef-4e01f83e062a_128x128.png,رایگان و در یک چشم به هم زدن، به یک راننده‌ی ماشین مسابقه‌ی بی‌نظیر تبدیل شو!,۷.۲.۴,۲۹ آذر ۱۴۰۳,۱۴،۰۰۰،۰۰۰+,4.5,۷۹،۰۸۸,۹۷ مگابایت,بازی‌های انتخاب بازار,رانندگی,AxesInMotion Racing,0,۰ تومان,,,,102017735,com.aim.racing
Xtreme Motorbikes - موتورسواری,https://cafebazaar.ir/app/com.mehdirabiee.XtremeMotorbikes,https://s.cafebazaar.ir/images/icons/com.mehdirabiee.XtremeMotorbikes-0d8e8fd2-4996-4f10-b6b8-678acddb9d10_128x128.png,موتورسواری جذاب و هیجان‌انگیز را در محیطی زیبا تجربه کن.,۲.۴,۹ آذر ۱۴۰۳,۴،۰۰۰،۰۰۰+,4.6,۱۶،۱۲۷,۲۸۲ مگابایت,بازی‌های انتخاب بازار,رانندگی,Xtreme Games Studio,0,۰ تومان,,,,295311464,com.mehdirabiee.XtremeMotorbikes
Dr. Driving,https://cafebazaar.ir/app/com.ansangha.drdriving,https://s.cafebazaar.ir/images/icons/com.ansangha.drdriving-ae684239-3c26-4cbb-8cd1-ecc6af6282d3_128x128.png,Dr. Driving 2 is released!,۱.۷۲,۲ آبان ۱۴۰۳,۸،۰۰۰،۰۰۰+,4.5,۴۸،۱۶۷,۱۴ مگابایت,بازی‌های انتخاب بازار,رانندگی,SUD Inc.,0,۰ تومان,,,,14661262,com.ansangha.drdriving
Traffic Racer,https://cafebazaar.ir/app/com.skgames.trafficracer,https://s.cafebazaar.ir/images/icons/com.skgames.trafficracer-546bb361-c32b-4c7d-aad7-90970974910f_128x128.png,The Next-Gen of Endless Arcade Racing,۳.۷,۲۱ بهمن ۱۴۰۲,۴،۰۰۰،۰۰۰+,4.5,۵۸،۷۲۵,۸۶ مگابایت,بازی‌های انتخاب بازار,رانندگی,skgames,0,۰ تومان,,,,90566043,com.skgames.trafficracer
ماشین اسپرت 3 : تاکسی & پلیس,https://cafebazaar.ir/app/com.free.racing.games.sportcar3.taxi.police,https://s.cafebazaar.ir/images/icons/com.free.racing.games.sportcar3.taxi.police-2c872ce5-268d-4b01-a5f5-9530d11d0d50_128x128.png,نسخه  آزمایشی,۱.۰۴.۰۸۶,۷ مرداد ۱۴۰۳,۲،۰۰۰،۰۰۰+,4.3,۲۰،۱۴۵,۲۲۷ مگابایت,بازی‌های انتخاب بازار,رانندگی,AngryKids Developer Team,0,۰ تومان,,,sportcargames2019@gmail.com,238452720,com.free.racing.games.sportcar3.taxi.police
دریفت بینهایت 2,https://cafebazaar.ir/app/com.mehdirabiee.xtremedrift2,https://s.cafebazaar.ir/images/icons/com.mehdirabiee.xtremedrift2_128x128.png,دریفت بینهایت 2,۲.۲,۳۰ دی ۱۳۹۸,۳،۰۰۰،۰۰۰+,4.5,۱۴،۱۴۳,۱۹۶ مگابایت,بازی‌های انتخاب بازار,رانندگی,مهدیی ربیعی,0,۰ تومان,,,3dpowermax@gmail.com,205836185,com.mehdirabiee.xtremedrift2
گشت پلیس 2 (خودروی پلیس),https://cafebazaar.ir/app/com.ALM.PolicePatrol2,https://s.cafebazaar.ir/images/icons/com.ALM.PolicePatrol2-5588734e-0ddf-41f1-b82e-2b99a1c4eedb_128x128.png,با ماشین پلیس به جنگ خلافکاران برو,۵.۶۱,۲۱ دی ۱۴۰۳,۹،۰۰۰،۰۰۰+,4.5,۱۴۸،۸۳۵,۱۹۲ مگابایت,بازی‌های انتخاب بازار,رانندگی,استودیو هنر نور و حرکت,0,۰ تومان,http://www.gashtepolice.com/,,Gashte.Police@gmail.com,201698253,com.ALM.PolicePatrol2
